Index,EID,Done
00000001,2-s2.0-85079786193,Done
00000002,2-s2.0-85085600049,Done
00000003,2-s2.0-85071506977,Done
00000004,2-s2.0-85079448864,Done
00000005,2-s2.0-85078514009,Done
00000006,2-s2.0-85093980168,Done
00000007,2-s2.0-85071991973,Done
00000008,2-s2.0-85098877351,Done
00000009,2-s2.0-85091628559,Done
00000010,2-s2.0-85128363362,Done
00000011,2-s2.0-85082975751,Done
00000012,2-s2.0-85084414003,Done
00000013,2-s2.0-85072704383,Done
00000014,2-s2.0-85097849494,Done
00000015,2-s2.0-85089365394,Done
00000016,2-s2.0-85086286553,Done
00000017,2-s2.0-85123861704,Done
00000018,2-s2.0-85099408752,Done
00000019,2-s2.0-85082509229,Done
00000020,2-s2.0-85105893351,Done
00000021,2-s2.0-85083689492,Done
00000022,2-s2.0-85084300363,Done
00000023,2-s2.0-85138457469,Done
00000024,2-s2.0-85090949428,Done
00000025,2-s2.0-85084531540,Done
00000026,2-s2.0-85098757649,Done
00000027,2-s2.0-85074855660,Done
00000028,2-s2.0-85082320426,Done
00000029,2-s2.0-85088175819,Done
00000030,2-s2.0-85094114118,Done
00000031,2-s2.0-85093934285,Done
00000032,2-s2.0-85084613917,Done
00000033,2-s2.0-85081641815,Done
00000034,2-s2.0-85104016668,Done
00000035,2-s2.0-85086310008,Done
00000036,2-s2.0-85096359506,Done
00000037,2-s2.0-85087033400,Done
00000038,2-s2.0-85097259985,Done
00000039,2-s2.0-85092526596,Done
00000040,2-s2.0-85092468339,Done
00000041,2-s2.0-85077940691,Done
00000042,2-s2.0-85115187341,Done
00000043,2-s2.0-85122836765,Done
00000044,2-s2.0-85106960716,Done
00000045,2-s2.0-85087148576,Done
00000046,2-s2.0-85094315513,Done
00000047,2-s2.0-85131745333,Done
00000048,2-s2.0-85110855981,Done
00000049,2-s2.0-85138200851,Done
00000050,2-s2.0-85088024143,Done
00000051,2-s2.0-85085313451,Done
00000052,2-s2.0-85091225689,Done
00000053,2-s2.0-85078153835,Done
00000054,2-s2.0-85079022782,Done
00000055,2-s2.0-85083849812,Done
00000056,2-s2.0-85091594467,Done
00000057,2-s2.0-85084786871,Done
00000058,2-s2.0-85077493453,Done
00000059,2-s2.0-85102661411,Done
00000060,2-s2.0-85102964438,Done
00000061,2-s2.0-85128678328,Done
00000062,2-s2.0-85099658747,Done
00000063,2-s2.0-85078828835,Done
00000064,2-s2.0-85130741631,Done
00000065,2-s2.0-85084693111,Done
00000066,2-s2.0-85092899420,Done
00000067,2-s2.0-85098777224,Done
00000068,2-s2.0-85097400724,Done
00000069,2-s2.0-85104250272,Done
00000070,2-s2.0-85095700061,Done
00000071,2-s2.0-85073281564,Done
00000072,2-s2.0-85088201406,Done
00000073,2-s2.0-85099226271,Done
00000074,2-s2.0-85075519755,Done
00000075,2-s2.0-85079607136,Done
00000076,2-s2.0-85116524246,Done
00000077,2-s2.0-85083002886,Done
00000078,2-s2.0-85099730561,Done
00000079,2-s2.0-85099664177,Done
00000080,2-s2.0-85094324334,Done
00000081,2-s2.0-85085295377,Done
00000082,2-s2.0-85089730557,Done
00000083,2-s2.0-85086717269,Done
00000084,2-s2.0-85102286415,Done
00000085,2-s2.0-85089684836,Done
00000086,2-s2.0-85081645498,Done
00000087,2-s2.0-85082736453,Done
00000088,2-s2.0-85089733299,Done
00000089,2-s2.0-85097941462,Done
00000090,2-s2.0-85087111197,Done
00000091,2-s2.0-85116537453,Done
00000092,2-s2.0-85135461030,Done
00000093,2-s2.0-85114093270,Done
00000094,2-s2.0-85064704140,Done
00000095,2-s2.0-85074681666,Done
00000096,2-s2.0-85093092199,Done
00000097,2-s2.0-85104940722,Done
00000098,2-s2.0-85112675653,Done
00000099,2-s2.0-85087210206,Done
00000100,2-s2.0-85078980714,Done
00000101,2-s2.0-85085093682,Done
00000102,2-s2.0-85094901059,Done
00000103,2-s2.0-85101168430,Done
00000104,2-s2.0-85102846137,Done
00000105,2-s2.0-85091524701,Done
00000106,2-s2.0-85149958949,Done
00000107,2-s2.0-85116889551,Done
00000108,2-s2.0-85104047591,Done
00000109,2-s2.0-85101397678,Done
00000110,2-s2.0-85087291346,Done
00000111,2-s2.0-85105216046,Done
00000112,2-s2.0-85100419580,Done
00000113,2-s2.0-85110184743,Done
00000114,2-s2.0-85147608245,Done
00000115,2-s2.0-85079908217,Done
00000116,2-s2.0-85094565711,Done
00000117,2-s2.0-85106902108,Done
00000118,2-s2.0-85112710142,Done
00000119,2-s2.0-85092620117,Done
00000120,2-s2.0-85115021140,Done
00000121,2-s2.0-85115862554,Done
00000122,2-s2.0-85143510011,Done
00000123,2-s2.0-85081248313,Done
00000124,2-s2.0-85058075679,Done
00000125,2-s2.0-85118269565,Done
00000126,2-s2.0-85100703368,Done
00000127,2-s2.0-85077701595,Done
00000128,2-s2.0-85097620954,Done
00000129,2-s2.0-85109403277,Done
00000130,2-s2.0-85115704480,Done
00000131,2-s2.0-85106483590,Done
00000132,2-s2.0-85076104381,Done
00000133,2-s2.0-85076676296,Done
00000134,2-s2.0-85082860957,Done
00000135,2-s2.0-85097332337,Done
00000136,2-s2.0-85124727266,Done
00000137,2-s2.0-85117799834,Done
00000138,2-s2.0-85148900010,Done
00000139,2-s2.0-85121423365,Done
00000140,2-s2.0-85115217305,Done
00000141,2-s2.0-85127000868,Done
00000142,2-s2.0-85072699899,Done
00000143,2-s2.0-85072822723,Done
00000144,2-s2.0-85081124418,Done
00000145,2-s2.0-85137049251,Done
00000146,2-s2.0-85101087750,Done
00000147,2-s2.0-85096636242,Done
00000148,2-s2.0-85118503318,Done
00000149,2-s2.0-85115072394,Done
00000150,2-s2.0-85088959603,Done
00000151,2-s2.0-85088201255,Done
00000152,2-s2.0-85086360607,Done
00000153,2-s2.0-85111644517,Done
00000154,2-s2.0-85078339946,Done
00000155,2-s2.0-85079457192,Done
00000156,2-s2.0-85089150274,Done
00000157,2-s2.0-85092706415,Done
00000158,2-s2.0-85082887977,Done
00000159,2-s2.0-85119601387,Done
00000160,2-s2.0-85079790745,Done
00000161,2-s2.0-85078252460,Done
00000162,2-s2.0-85076572227,Done
00000163,2-s2.0-85113667944,Done
00000164,2-s2.0-85078896655,Done
00000165,2-s2.0-85079032984,Done
00000166,2-s2.0-85097368095,Done
00000167,2-s2.0-85114697648,Done
00000168,2-s2.0-85099758567,Done
00000169,2-s2.0-85076543497,Done
00000170,2-s2.0-85096784602,Done
00000171,2-s2.0-85085657976,Done
00000172,2-s2.0-85173966425,Done
00000173,2-s2.0-85106306570,Done
00000174,2-s2.0-85078520221,Done
00000175,2-s2.0-85083317814,Done
00000176,2-s2.0-85097016134,Done
00000177,2-s2.0-85117437749,Done
00000178,2-s2.0-85104751146,Done
00000179,2-s2.0-85124429674,Done
00000180,2-s2.0-85089147889,Done
00000181,2-s2.0-85052552163,Done
00000182,2-s2.0-85123793236,Done
00000183,2-s2.0-85096238019,Done
00000184,2-s2.0-85089667281,Done
00000185,2-s2.0-85108114257,Done
00000186,2-s2.0-85045982692,Done
00000187,2-s2.0-85126653913,Done
00000188,2-s2.0-85115423346,Done
00000189,2-s2.0-85058173278,Done
00000190,2-s2.0-85083546199,Done
00000191,2-s2.0-85097496431,Done
00000192,2-s2.0-85083975031,Done
00000193,2-s2.0-85096675920,Done
00000194,2-s2.0-85104597072,Done
00000195,2-s2.0-85124521876,Done
00000196,2-s2.0-85088666998,Done
00000197,2-s2.0-85083419780,Done
00000198,2-s2.0-85083862127,Done
00000199,2-s2.0-85122280880,Done
00000200,2-s2.0-85084806878,Done
00000201,2-s2.0-85077084003,Done
00000202,2-s2.0-85137897957,Done
00000203,2-s2.0-85098746571,Done
00000204,2-s2.0-85099781518,Done
00000205,2-s2.0-85053111714,Done
00000206,2-s2.0-85117436996,Done
00000207,2-s2.0-85090934601,Done
00000208,2-s2.0-85084372780,Done
00000209,2-s2.0-85146481285,Done
00000210,2-s2.0-85099870938,Done
00000211,2-s2.0-85113694671,Done
00000212,2-s2.0-85081701140,Done
00000213,2-s2.0-85072805673,Done
00000214,2-s2.0-85112600850,Done
00000215,2-s2.0-85085328187,Done
00000216,2-s2.0-85082029801,Done
00000217,2-s2.0-85091215713,Done
00000218,2-s2.0-85079552138,Done
00000219,2-s2.0-85088554844,Done
00000220,2-s2.0-85106604693,Done
00000221,2-s2.0-85080853579,Done
00000222,2-s2.0-85103987413,Done
00000223,2-s2.0-85086599185,Done
00000224,2-s2.0-85120713813,Done
00000225,2-s2.0-85082943556,Done
00000226,2-s2.0-85076239978,Done
00000227,2-s2.0-85105545411,Done
00000228,2-s2.0-85127320528,Done
00000229,2-s2.0-85132955975,Done
00000230,2-s2.0-85101121543,Done
00000231,2-s2.0-85094979918,Done
00000232,2-s2.0-85094636586,Done
00000233,2-s2.0-85103127713,Done
00000234,2-s2.0-85089263174,Done
00000235,2-s2.0-85076611716,Done
00000236,2-s2.0-85132603403,Done
00000237,2-s2.0-85093946055,Done
00000238,2-s2.0-85086749848,Done
00000239,2-s2.0-85089581980,Done
00000240,2-s2.0-85111672523,Done
00000241,2-s2.0-85115189692,Done
00000242,2-s2.0-85077629377,Done
00000243,2-s2.0-85095842733,Done
00000244,2-s2.0-85101084967,Done
00000245,2-s2.0-85090426216,Done
00000246,2-s2.0-85094959935,Done
00000247,2-s2.0-85096407734,Done
00000248,2-s2.0-85102884574,Done
00000249,2-s2.0-85074533771,Done
00000250,2-s2.0-85106459733,Done
00000251,2-s2.0-85087117946,Done
00000252,2-s2.0-85099145347,Done
00000253,2-s2.0-85090294038,Done
00000254,2-s2.0-85082446803,Done
00000255,2-s2.0-85108153975,Done
00000256,2-s2.0-85097446705,Done
00000257,2-s2.0-85085924476,Done
00000258,2-s2.0-85092690496,Done
00000259,2-s2.0-85116587529,Done
00000260,2-s2.0-85135040440,Done
00000261,2-s2.0-85078890529,Done
00000262,2-s2.0-85106894854,Done
00000263,2-s2.0-85077166544,Done
00000264,2-s2.0-85098128596,Done
00000265,2-s2.0-85123051095,Done
00000266,2-s2.0-85132195153,Done
00000267,2-s2.0-85106509422,Done
00000268,2-s2.0-85106241722,Done
00000269,2-s2.0-85125126168,Done
00000270,2-s2.0-85055865842,Done
00000271,2-s2.0-85097583614,Done
00000272,2-s2.0-85079889475,Done
00000273,2-s2.0-85105965648,Done
00000274,2-s2.0-85105723241,Done
00000275,2-s2.0-85092141354,Done
00000276,2-s2.0-85075396711,Done
00000277,2-s2.0-85125627615,Done
00000278,2-s2.0-85132199073,Done
00000279,2-s2.0-85079627566,Done
00000280,2-s2.0-85098849165,Done
00000281,2-s2.0-85069901087,Done
00000282,2-s2.0-85096749202,Done
00000283,2-s2.0-85090539940,Done
00000284,2-s2.0-85093516072,Done
00000285,2-s2.0-85090183802,Done
00000286,2-s2.0-85129325454,Done
00000287,2-s2.0-85099217442,Done
00000288,2-s2.0-85123824241,Done
00000289,2-s2.0-85100618839,Done
00000290,2-s2.0-85083544618,Done
00000291,2-s2.0-85120373449,Done
00000292,2-s2.0-85114817021,Done
00000293,2-s2.0-85092893724,Done
00000294,2-s2.0-85084424495,Done
00000295,2-s2.0-85078754870,Done
00000296,2-s2.0-85085764673,Done
00000297,2-s2.0-85121983095,Done
00000298,2-s2.0-85084540041,Done
00000299,2-s2.0-85122105469,Done
00000300,2-s2.0-85086242619,Done
00000301,2-s2.0-85104744705,Done
00000302,2-s2.0-85106923987,Done
00000303,2-s2.0-85082574050,Done
00000304,2-s2.0-85084706965,Done
00000305,2-s2.0-85041200758,Done
00000306,2-s2.0-85136700575,Done
00000307,2-s2.0-85132586336,Done
00000308,2-s2.0-85122373269,Done
00000309,2-s2.0-85089522013,Done
00000310,2-s2.0-85113477629,Done
00000311,2-s2.0-85084134144,Done
00000312,2-s2.0-85128816569,Done
00000313,2-s2.0-85090082240,Done
00000314,2-s2.0-85092451800,Done
00000315,2-s2.0-85082300401,Done
00000316,2-s2.0-85096456897,Done
00000317,2-s2.0-85089731508,Done
00000318,2-s2.0-85118952372,Done
00000319,2-s2.0-85100304992,Done
00000320,2-s2.0-85102233042,Done
00000321,2-s2.0-85084286462,Done
00000322,2-s2.0-85073764499,Done
00000323,2-s2.0-85088654593,Done
00000324,2-s2.0-85097268642,Done
00000325,2-s2.0-85126146609,Done
00000326,2-s2.0-85078927748,Done
00000327,2-s2.0-85145911135,Done
00000328,2-s2.0-85078264218,Done
00000329,2-s2.0-85089244203,Done
00000330,2-s2.0-85108850044,Done
00000331,2-s2.0-85106457071,Done
00000332,2-s2.0-85087331185,Done
00000333,2-s2.0-85076911728,Done
00000334,2-s2.0-85121733713,Done
00000335,2-s2.0-85103407994,Done
00000336,2-s2.0-85091000514,Done
